Count,Name
8,GUILDBANKLOG_UPDATE
8,GUILDBANK_UPDATE_WITHDRAWMONEY
8,GUILD_NEWS_UPDATE
8,JAILERS_TOWER_LEVEL_UPDATE
8,MAIL_LOCK_SEND_ITEMS
8,MERCHANT_CONFIRM_TRADE_TIMER_REMOVAL
8,PVP_TIMER_UPDATE
8,REPLICATE_ITEM_LIST_UPDATE
8,SAVED_VARIABLES_TOO_LARGE
8,SOCKET_INFO_CLOSE
7,AJ_DUNGEON_ACTION
7,AZERITE_ESSENCE_UPDATE
7,CALENDAR_UPDATE_GUILD_EVENTS
7,CHALLENGE_MODE_MEMBER_INFO_UPDATED
7,CHAT_MSG_CHANNEL_NOTICE_USER
7,CHAT_MSG_PET_INFO
7,CHROMIE_TIME_OPEN
7,CLUB_MESSAGE_ADDED
7,COMMODITY_SEARCH_RESULTS_UPDATED
7,GARRISON_MISSION_BONUS_ROLL_LOOT
7,GARRISON_TRADESKILL_NPC_CLOSED
7,GUILD_RECIPE_KNOWN_BY_MEMBERS
7,GUILD_TRADESKILL_UPDATE
7,ISLAND_AZERITE_GAIN
7,LFG_LIST_ENTRY_CREATION_FAILED
7,LFG_LIST_ENTRY_EXPIRED_TOO_MANY_PLAYERS
7,LOOT_HISTORY_ROLL_COMPLETE
7,PETITION_SHOW
7,PET_BATTLE_LEVEL_CHANGED
7,PET_DISMISS_START
7,PLAYER_GAINS_VEHICLE_DATA
7,PLAYER_LEARN_TALENT_FAILED
7,QUEST_LOG_CRITERIA_UPDATE
7,SHIPMENT_CRAFTER_OPENED
7,SHOW_LOOT_TOAST_LEGENDARY_LOOTED
7,SHOW_LOOT_TOAST_UPGRADE
7,SOULBIND_FORGE_INTERACTION_STARTED
7,SOULBIND_PATH_CHANGED
7,TRANSMOGRIFY_SUCCESS
7,VOICE_CHAT_CHANNEL_MEMBER_SPEAKING_STATE_CHANGED
6,ACHIEVEMENT_SEARCH_UPDATED
6,ADDONS_UNLOADING
6,AJ_PVE_LFG_ACTION
6,AJ_PVP_ACTION
6,AJ_PVP_LFG_ACTION
6,AJ_PVP_RBG_ACTION
6,AJ_PVP_SKIRMISH_ACTION
6,AJ_RAID_ACTION
6,ARTIFACT_RESPEC_PROMPT
6,AZERITE_ESSENCE_ACTIVATED
6,AZERITE_ESSENCE_CHANGED
6,BN_CUSTOM_MESSAGE_CHANGED
6,CALENDAR_EVENT_ALARM
6,CHALLENGE_MODE_DEATH_COUNT_UPDATED
6,CHAT_MSG_BN_INLINE_TOAST_ALERT
6,CHAT_MSG_GUILD_ITEM_LOOTED
6,CHAT_MSG_PET_BATTLE_COMBAT_LOG
6,CHAT_MSG_RESTRICTED
6,CHAT_MSG_TRADESKILLS
6,COMPACT_UNIT_FRAME_PROFILES_LOADED
6,GARRISON_ARCHITECT_CLOSED
6,GARRISON_SHIPMENT_RECEIVED
6,GARRISON_TALENT_RESEARCH_STARTED
6,GUILD_EVENT_LOG_UPDATE
6,HEIRLOOMS_UPDATED
6,INITIAL_CLUBS_LOADED
6,INSPECT_HONOR_UPDATE
6,ITEM_CHANGED
6,ITEM_SEARCH_RESULTS_UPDATED
6,KNOWN_TITLES_UPDATE
6,LFG_OPEN_FROM_GOSSIP
6,PET_BATTLE_ACTION_SELECTED
6,PET_BATTLE_AURA_APPLIED
6,PET_BATTLE_AURA_CANCELED
6,PET_BATTLE_AURA_CHANGED
6,PET_BATTLE_MAX_HEALTH_CHANGED
6,PROVING_GROUNDS_SCORE_UPDATE
6,PVP_MATCH_COMPLETE
6,QUEST_SESSION_JOINED
6,REPLACE_ENCHANT
6,SOULBIND_CONDUIT_UNINSTALLED
6,TRADE_REQUEST
6,TRAINER_UPDATE
6,UNIT_DEFENSE
6,UPDATE_ACTIVE_BATTLEFIELD
6,VOICE_CHAT_LOGIN
6,VOICE_CHAT_MUTED_CHANGED
5,ADVENTURE_MAP_OPEN
5,AZERITE_EMPOWERED_ITEM_LOOTED
5,BARBER_SHOP_APPEARANCE_APPLIED
5,BATTLEFIELDS_CLOSED
5,BATTLEFIELDS_SHOW
5,BIND_ENCHANT
5,BLACK_MARKET_OPEN
5,BN_BLOCK_LIST_UPDATED
5,BN_FRIEND_INVITE_LIST_INITIALIZED
